insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '정지장', '010-3268-4411', '서울시 강남구 압구정동', '920508-1711683', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '강훈기', '010-1649-0851', '서울시 강남구 도곡1동', '880831-2233789', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '권경기', '010-8816-2702', '서울시 강남구 일원2동', '760313-1393995', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '배진영', '010-7315-3116', '서울시 강남구 일원동', '960508-2776878', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '권훈진', '010-1226-7276', '서울시 강남구 일원2동', '770908-2467264', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '이태경', '010-6393-6745', '서울시 강남구 개포동', '750312-2645757', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '이민정', '010-6385-0838', '서울시 강남구 삼성1동', '840709-1151952', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '서종연', '010-2384-3750', '서울시 강남구 삼성동', '920231-2492797', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '원영호', '010-1722-5395', '서울시 강남구 논현동', '940705-2341223', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '최현희', '010-8840-5813', '서울시 강남구 개포1동', '880828-2118255', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '강학예', '010-2444-2842', '서울시 강남구 논현동', '930312-2676633', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '이동기', '010-0054-8135', '서울시 강남구 일원본동', '920327-1645644', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '원호섭', '010-9060-2448', '서울시 강남구 역삼1동', '871019-2843724', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '오현태', '010-0883-1888', '서울시 강남구 삼성2동', '810727-1275733', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '배기종', '010-9541-1731', '서울시 강남구 대치4동', '951031-2221291', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '배규민', '010-4152-6179', '서울시 강남구 일원본동', '731215-2974229', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '윤장은', '010-7280-0008', '서울시 강남구 청담동', '980118-1174721', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '정승주', '010-1492-4369', '서울시 강남구 논현동', '871114-2762988', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '김현기', '010-5154-7151', '서울시 강남구 신사동', '981209-2273787', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '한영기', '010-7582-2084', '서울시 강남구 청담동', '770602-1699616', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '정종수', '010-7073-6848', '서울시 강남구 자곡동', '751030-2521652', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '이지병', '010-9712-4124', '서울시 강남구 역삼1동', '840425-2446295', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '조아진', '010-7528-6964', '서울시 강남구 세곡동', '701224-1849869', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '강태경', '010-6381-9737', '서울시 강남구 일원2동', '800115-2674614', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '윤승아', '010-3862-2909', '서울시 강남구 자곡동', '890930-1166238', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '이시석', '010-6410-0498', '서울시 강남구 압구정동', '900618-1761356', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '이정희', '010-8836-3816', '서울시 강남구 대치4동', '730519-2521825', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '박한태', '010-2947-9329', '서울시 강남구 개포동', '950102-2638688', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '윤채석', '010-8563-0439', '서울시 강남구 역삼1동', '780126-2516246', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '한기현', '010-5080-2608', '서울시 강남구 대치1동', '750914-1442144', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '전영경', '010-3324-1765', '서울시 강남구 논현1동', '910820-2513575', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '정균시', '010-3182-3128', '서울시 강남구 개포4동', '810328-2413347', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '장선현', '010-6911-9566', '서울시 강남구 논현동', '860131-2752514', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '오경연', '010-7516-6546', '서울시 강남구 대치1동', '900603-1346887', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '김희병', '010-2160-8684', '서울시 강남구 수서동', '740127-2324971', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '조진재', '010-0583-4088', '서울시 강남구 압구정동', '880216-2949621', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '신재진', '010-5911-5140', '서울시 강남구 일원본동', '890726-2388839', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '이재진', '010-4317-2043', '서울시 강남구 논현2동', '870427-2988784', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '정동균', '010-4748-3066', '서울시 강남구 역삼동', '800911-1655129', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '권균채', '010-3629-3604', '서울시 강남구 일원1동', '871114-2185243', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '오석민', '010-8885-6338', '서울시 강남구 자곡동', '980902-2485462', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '정재의', '010-0535-3291', '서울시 강남구 역삼1동', '710111-1972123', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '조학승', '010-1257-3068', '서울시 강남구 삼성1동', '760717-2447293', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '정아호', '010-9899-3125', '서울시 강남구 세곡동', '781012-1135835', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '서수기', '010-7957-3881', '서울시 강남구 대치1동', '721031-1675848', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '정종규', '010-8869-2016', '서울시 강남구 역삼1동', '881215-2356441', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '박우주', '010-3308-0971', '서울시 강남구 도곡2동', '710613-1193456', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '한기영', '010-2342-0415', '서울시 강남구 역삼2동', '790215-2986587', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '배수학', '010-9352-3094', '서울시 강남구 일원2동', '850204-1449167', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '강기영', '010-7390-4979', '서울시 강남구 개포4동', '830905-2837563', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '권연승', '010-7736-4969', '서울시 강남구 도곡1동', '830707-2821943', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '신기주', '010-5229-8237', '서울시 강남구 개포4동', '711119-1335941', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '오승주', '010-6662-4691', '서울시 강남구 논현1동', '760409-2427917', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '이호종', '010-5880-7578', '서울시 강남구 자곡동', '920402-1496557', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '장호선', '010-2304-5082', '서울시 강남구 일원2동', '970331-2329138', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '이진승', '010-4721-9164', '서울시 강남구 자곡동', '771110-2946672', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '박연채', '010-8003-8401', '서울시 강남구 일원1동', '960412-2468739', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '오하하', '010-2619-8464', '서울시 강남구 역삼동', '871109-2755273', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '강영호', '010-5866-4033', '서울시 강남구 대치4동', '760404-2948833', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '정장한', '010-0019-9314', '서울시 강남구 논현1동', '970703-2524217', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '윤장은', '010-7326-0215', '서울시 강남구 수서동', '880320-1623764', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '신하아', '010-1360-7226', '서울시 강남구 청담동', '880213-1961112', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '최연재', '010-0247-8457', '서울시 강남구 개포2동', '770811-2316277', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '서종은', '010-1536-3081', '서울시 강남구 일원1동', '790820-1996941', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '원경영', '010-6694-3026', '서울시 강남구 삼성1동', '710513-1268455', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '이호민', '010-1095-8217', '서울시 강남구 수서동', '860227-1524933', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '서의기', '010-0225-2048', '서울시 강남구 대치동', '891229-2217973', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '박채재', '010-6181-1644', '서울시 강남구 수서동', '960326-1736263', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '배강종', '010-0309-3990', '서울시 강남구 도곡2동', '750517-2638819', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '권영진', '010-3639-4756', '서울시 강남구 도곡동', '720617-1291591', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '서종로', '010-1223-1084', '서울시 강남구 논현1동', '970910-2779528', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '박연영', '010-7944-3057', '서울시 강남구 논현2동', '790824-2244475', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '한병학', '010-6191-0545', '서울시 강남구 삼성2동', '701030-1591843', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '권우주', '010-7857-7769', '서울시 강남구 일원동', '790108-2562689', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '권종종', '010-5579-4695', '서울시 강남구 자곡동', '760629-2893351', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '윤한학', '010-1212-8752', '서울시 강남구 논현동', '800904-2191442', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '서재재', '010-4087-3765', '서울시 강남구 압구정동', '911112-1325483', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '전희동', '010-8612-3382', '서울시 강남구 대치2동', '750208-2426165', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '전정균', '010-0784-8705', '서울시 강남구 세곡동', '841111-2745519', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '정선종', '010-0296-2114', '서울시 강남구 개포2동', '740903-1299424', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '전재민', '010-5695-7678', '서울시 강남구 청담동', '720403-1787976', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '윤연아', '010-8407-0556', '서울시 강남구 개포2동', '940101-2532674', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '장시시', '010-9328-2449', '서울시 강남구 일원2동', '810303-1226761', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '이식동', '010-4057-0150', '서울시 강남구 삼성2동', '951225-2529945', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '권정종', '010-1150-8980', '서울시 강남구 일원1동', '701019-2687143', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '권한현', '010-8543-2231', '서울시 강남구 대치2동', '760612-2654951', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '오아병', '010-1907-2644', '서울시 강남구 자곡동', '870203-1359482', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '장영장', '010-4582-5458', '서울시 강남구 도곡동', '720704-2615419', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '권연경', '010-4232-8486', '서울시 강남구 도곡2동', '910601-1739775', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '오석현', '010-7654-9010', '서울시 강남구 개포4동', '700606-2486642', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '정민장', '010-6495-8317', '서울시 강남구 대치4동', '780921-2519873', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '전영호', '010-1071-6002', '서울시 강남구 삼성1동', '850402-2524416', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '오영규', '010-4201-2482', '서울시 강남구 도곡1동', '980222-2323951', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '최기영', '010-6068-7363', '서울시 강남구 개포2동', '970326-1139511', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '이영정', '010-9636-8709', '서울시 강남구 청담동', '791129-1296833', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '서영우', '010-0725-7576', '서울시 강남구 개포4동', '760328-1577737', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '신규희', '010-4774-7732', '서울시 강남구 청담동', '830517-1519149', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '이진기', '010-2961-7617', '서울시 강남구 신사동', '971027-2467241', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '신성석', '010-6442-8630', '서울시 강남구 대치1동', '820802-1129611', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '신선기', '010-5220-3667', '서울시 강남구 대치2동', '720421-2461252', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '장주학', '010-9995-3741', '서울시 강남구 도곡1동', '930715-2825218', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '원진호', '010-4964-5895', '서울시 강남구 압구정동', '770431-1649679', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '박현진', '010-1657-6375', '서울시 강남구 역삼동', '880422-2291444', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '한진한', '010-0949-2612', '서울시 강남구 일원동', '890501-1412957', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '권진우', '010-7146-1421', '서울시 강남구 대치1동', '750614-1175182', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '한의영', '010-0697-0071', '서울시 강남구 삼성동', '800423-2342348', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '오연섭', '010-2451-4382', '서울시 강남구 개포4동', '710207-2568431', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '최진연', '010-2127-2363', '서울시 강남구 개포1동', '810107-1328385', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '신현태', '010-6144-8126', '서울시 강남구 도곡2동', '760829-2762899', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '장연민', '010-6676-5041', '서울시 강남구 삼성2동', '760502-1942925', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '전시훈', '010-4705-8375', '서울시 강남구 역삼2동', '710416-2312736', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '최아장', '010-3565-9288', '서울시 강남구 개포동', '771031-1687367', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '최승현', '010-0578-8296', '서울시 강남구 자곡동', '951205-1684121', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '이강수', '010-5726-1435', '서울시 강남구 역삼1동', '740805-2762626', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '박정학', '010-5207-4942', '서울시 강남구 청담동', '810724-2136985', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '전예동', '010-8893-0520', '서울시 강남구 대치동', '740904-1576356', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '최현종', '010-4474-2020', '서울시 강남구 도곡2동', '850407-1494795', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '원우예', '010-5400-8465', '서울시 강남구 대치동', '710228-1221279', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '윤수은', '010-0872-7069', '서울시 강남구 율현동', '830607-1841346', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '장연재', '010-7078-3538', '서울시 강남구 역삼동', '810409-1183793', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '서아영', '010-7442-1007', '서울시 강남구 율현동', '840830-2415419', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '윤지예', '010-4130-4124', '서울시 강남구 개포4동', '950203-2833518', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '전선영', '010-0296-0677', '서울시 강남구 개포동', '870514-1453595', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '박은아', '010-8676-8385', '서울시 강남구 압구정동', '961111-2763236', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '배진희', '010-8513-1591', '서울시 강남구 논현2동', '771223-1158736', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '서강기', '010-3263-3817', '서울시 강남구 개포2동', '811129-1116217', 0);
insert into tblMember(seq, name, tel, address, ssn, withdrawal) values (member_seq.nextVal, '권종연', '010-9536-0102', '서울시 강남구 율현동', '760815-1523746', 0);
